game_number,epoch,episode,blue_win,red_win,reward,time,moves,log_probs
11,1,11,0,0,-149.0,2024-11-25 23:09:50,"12-16, 22-18, 10-14, 24-20, 14-17, 21x14, 16-19, 23x16, 9-13, 26-22, 5-9, 14x5, 6-9, 31-26, 2-6, 26-23, 13-17, 22x13, 8-12, 28-24, 12x19x28, 25-21, 11-15, 18x11x2, 4-8, 21-17, 3-7, 2x11x4, 9-14, 17x10, 6x15, 4-8, 1-6, 23-18, 15x22, 8-11, 6-9, 13x6, 22-25, 30x21","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -1.9459101490553135, -1.9459101490553135, 0.0, -1.791759469228055, 0.0, -1.6094379124341003, -2.3978952727983707, -1.9459101490553135, 0.0, -1.791759469228055, -2.3025850929940455, -1.9459101490553135, -2.1972245773362196, -1.791759469228055, 0.0, -1.6094379124341003, -2.0794415416798357, -0.6931471805599453, -2.0794415416798357, -1.9459101490553135, 0.0, -1.6094379124341003, -2.1972245773362196, -1.6094379124341003, 0.0, -0.6931471805599453, 0.0, 0.0, -2.1972245773362196, -1.0986122886681098, -2.5649493574615367, 0.0, -2.4849066497880004, -1.3862943611198906, 0.0, -0.6931471805599453, -0.6931471805599453, 1"
12,1,12,1,0,-44.0,2024-11-25 23:09:50,"10-14, 22-17, 11-16, 17x10, 7x14, 24-19, 14-18, 23x14, 16x23, 27x18, 3-7, 25-22, 6-10, 29-25, 10x17, 21x14, 8-11, 26-23, 2-6, 31-26, 11-16, 25-21, 6-10, 21-17, 16-19, 23x16, 12x19, 30-25, 9-13, 14-9, 5x14x23x30x21, 28-24, 19x28, 17-14, 10x17x26, 32-27, 7-11, 27-23, 4-8, 23-18, 21-17, 18-14, 17x10","-1.9459101490553135, -1.9459101490553135, -1.9459101490553135, 0.0, -0.6931471805599453, -1.9459101490553135, -2.0794415416798357, 0.0, -0.6931471805599453, -0.6931471805599453, -1.791759469228055, -2.1972245773362196, -1.791759469228055, -2.1972245773362196, 0.0, -0.6931471805599453, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, -2.3025850929940455, -1.9459101490553135, -1.9459101490553135, -1.9459101490553135, -1.9459101490553135, -1.9459101490553135, 0.0, 0.0, -1.791759469228055, -1.9459101490553135, -1.791759469228055, -0.6931471805599453, -1.3862943611198906, -0.6931471805599453, -1.0986122886681098, 0.0, 0.0, -2.3978952727983707, -0.6931471805599453, -2.3978952727983707, -0.6931471805599453, -2.3978952727983707, -0.6931471805599453, 0.0"
13,1,13,0,1,-307.0,2024-11-25 23:09:51,"11-15, 24-19, 15x24, 28x19, 12-16, 19x12, 10-15, 23-18, 8-11, 32-28, 9-14, 18x9, 5x14, 22-18, 15x22, 26x17x10, 6x15, 25-22, 1-6, 22-18, 15x22, 27-24, 11-15, 30-25, 7-11, 25x18, 15x22, 24-20, 22-26, 31x22, 11-16, 20x11, 3-7, 22-18, 7x16, 18-15, 6-9, 15-10, 16-20, 28-24, 20x27, 21-17, 2-6, 10x1, 27-31, 1-5, 9-13, 17-14, 13-17, 14-9, 31-27, 12-8, 4x11, 9-6, 27-23, 5-9, 11-15, 9-13, 23-18, 13x22, 18x25, 29x22, 15-18, 22x15","-1.9459101490553135, -1.9459101490553135, 0.0, -0.6931471805599453, -1.9459101490553135, 0.0, -1.791759469228055, -1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, 0.0, -0.6931471805599453, -2.0794415416798357, -0.6931471805599453, -0.6931471805599453, -0.6931471805599453, -2.0794415416798357, -2.1972245773362196, -2.3978952727983707, 0.0, -2.1972245773362196, -2.1972245773362196, -2.1972245773362196, -2.1972245773362196, 0.0, 0.0, -1.9459101490553135, -2.3025850929940455, 0.0, -2.0794415416798357, 0.0, -1.791759469228055, -1.9459101490553135, 0.0, -1.791759469228055, -1.791759469228055, -1.791759469228055, -1.9459101490553135, -1.791759469228055, 0.0, -1.6094379124341003, -1.9459101490553135, 0.0, -1.6094379124341003, -1.791759469228055, -1.6094379124341003, -1.6094379124341003, -1.3862943611198906, -1.791759469228055, -1.6094379124341003, -1.3862943611198906, 0.0, -1.0986122886681098, -2.0794415416798357, -1.6094379124341003, -2.0794415416798357, -1.791759469228055, -2.0794415416798357, 0.0, 0.0, 0.0, -0.6931471805599453, 0.0"
14,1,14,0,0,-356.0,2024-11-25 23:09:51,"11-16, 22-18, 16-19, 23x16, 12x19, 24x15, 10x19, 21-17, 9-13, 17-14, 6-9, 27-23, 19-24, 28x19, 1-6, 26-22, 8-12, 25-21, 7-11, 14-10, 6x15x24, 32-27, 12-16, 27x20, 2-6, 31-26, 16-19, 23x16x7, 3x10, 29-25, 13-17, 21x14x7, 9-13, 22-17, 13x22x31, 20-16, 6-9, 18-15, 31-27, 25-21, 4-8, 7-3, 8-12, 15-10, 12x19, 30-26, 19-24, 10-6, 27-32, 26-23, 24-27, 6-2, 9-14, 23-19, 32-28, 2-6, 27-32, 6-9, 14-18, 3-7, 5x14, 21-17, 14x21, 7-11, 28-24, 19-16, 32-27, 11-15, 24-19, 15x24x31, 21-25, 31-26, 25-30, 26-23, 18x27, 16-12, 27-32, 12-8, 30-25, 8-4, 25-30, 4-8","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -0.6931471805599453, 0.0, 0.0, 0.0, -2.1972245773362196, -2.1972245773362196, -2.3025850929940455, -2.3025850929940455, -2.1972245773362196, -2.0794415416798357, 0.0, -1.9459101490553135, -2.3025850929940455, -1.791759469228055, -2.3978952727983707, -1.9459101490553135, -2.5649493574615367, 0.0, -2.4849066497880004, -2.3978952727983707, 0.0, -2.1972245773362196, -2.3025850929940455, -2.0794415416798357, 0.0, 0.0, -2.0794415416798357, -1.6094379124341003, -0.6931471805599453, -1.3862943611198906, -2.0794415416798357, -0.6931471805599453, -2.0794415416798357, -1.791759469228055, -2.1972245773362196, -1.6094379124341003, -2.1972245773362196, -1.9459101490553135, -2.1972245773362196, -2.0794415416798357, -2.0794415416798357, 0.0, -1.9459101490553135, -2.0794415416798357, -1.9459101490553135, -1.791759469228055, -1.9459101490553135, -1.791759469228055, -1.9459101490553135, -1.3862943611198906, -1.9459101490553135, -1.6094379124341003, -1.9459101490553135, -1.9459101490553135, -2.1972245773362196, -1.3862943611198906, -2.0794415416798357, 0.0, -1.9459101490553135, 0.0, -1.791759469228055, -1.6094379124341003, -1.791759469228055, -2.1972245773362196, -1.3862943611198906, -2.1972245773362196, -0.6931471805599453, -1.0986122886681098, -1.3862943611198906, -1.3862943611198906, -1.6094379124341003, 0.0, -0.6931471805599453, -1.3862943611198906, 0.0, -1.3862943611198906, -0.6931471805599453, -1.791759469228055, 0.0"
15,1,15,0,1,-77.0,2024-11-25 23:09:51,"9-14, 22-18, 11-15, 18x11, 8x15, 24-19, 15x24, 27x20, 14-18, 23x14, 10x17, 21x14, 7-11, 32-27, 6-10, 14x7, 3x10, 25-22, 2-7, 20-16, 12x19, 22-18, 10-14, 18x9, 5x14, 30-25, 11-15, 26-22, 19-23, 27x18x11x2, 4-8, 31-27, 8-12, 22-17, 14x21x30, 27-24, 1-5, 29-25, 30x21, 2-7, 5-9, 24-19, 9-14, 19-16, 12x19, 7-2, 19-23, 2-6, 23-27, 6-9, 14-17, 9-5, 21-25, 5-9, 17-22, 9-14, 25-30, 14-18, 27-32, 18x25, 30x21, 28-24, 32-27, 24-20, 27-24, 20-16, 21-17, 16-11, 17-13, 11-8, 24-19, 8-4, 19-16, 4-8, 16-11, 8x15, 13-9, 15-18, 9-14, 18x9","-1.9459101490553135, -1.9459101490553135, -1.9459101490553135, -0.6931471805599453, -0.6931471805599453, -1.9459101490553135, 0.0, -0.6931471805599453, -2.1972245773362196, 0.0, 0.0, 0.0, -2.0794415416798357, -2.3025850929940455, -2.3025850929940455, 0.0, 0.0, -2.0794415416798357, -2.3025850929940455, -2.1972245773362196, -0.6931471805599453, -2.0794415416798357, -2.1972245773362196, 0.0, 0.0, -1.9459101490553135, -2.3025850929940455, -1.9459101490553135, -2.3025850929940455, -0.6931471805599453, -1.6094379124341003, -2.0794415416798357, -1.791759469228055, -2.0794415416798357, 0.0, -1.791759469228055, -1.6094379124341003, -1.6094379124341003, 0.0, -1.3862943611198906, -1.3862943611198906, -1.791759469228055, -1.6094379124341003, -1.9459101490553135, 0.0, -1.6094379124341003, -1.791759469228055, -1.0986122886681098, -1.791759469228055, -1.6094379124341003, -1.791759469228055, -1.6094379124341003, -1.3862943611198906, -1.0986122886681098, -2.0794415416798357, -1.6094379124341003, -1.791759469228055, -1.6094379124341003, -1.791759469228055, 0.0, 0.0, 0.0, -1.3862943611198906, -0.6931471805599453, -1.791759469228055, 0.0, -1.791759469228055, -0.6931471805599453, -2.0794415416798357, -0.6931471805599453, -1.791759469228055, -0.6931471805599453, -1.791759469228055, 0.0, -1.791759469228055, 0.0, -0.6931471805599453, -1.3862943611198906, -1.3862943611198906, 0.0"
16,1,16,0,0,-168.0,2024-11-25 23:09:52,"9-13, 24-20, 10-15, 22-17, 13x22, 26x17, 15-18, 23x14, 7-10, 14x7, 3x10, 25-22, 12-16, 17-13, 11-15, 20x11, 5-9, 30-25, 9-14, 22-18, 15x22, 25x18x9, 8x15, 9-5, 10-14, 21-17, 14x21, 29-25, 21x30, 27-24, 6-10, 24-19, 15x24, 28x19, 2-7, 31-26, 30x23x16, 32-27, 10-15, 27-23, 16-19, 23x16, 15-18, 16-11, 7x16, 13-9, 18-23, 9-6, 1x10, 5-1, 10-14, 1-5, 14-17, 5-1, 17-21, 1-6, 16-19, 6-2, 4-8, 2-7, 23-26, 7-3, 26-31, 3x12, 21-25, 12-16, 25-29, 16x23, 31-27, 23x32, 29-25, 32-28, 25-30, 28-32, 30-25","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, 0.0, -0.6931471805599453, -2.0794415416798357, 0.0, -1.9459101490553135, 0.0, 0.0, -2.1972245773362196, -2.0794415416798357, -2.3025850929940455, -2.0794415416798357, 0.0, -1.9459101490553135, -2.3978952727983707, -1.9459101490553135, -2.1972245773362196, -0.6931471805599453, 0.0, 0.0, -1.9459101490553135, -1.791759469228055, -1.9459101490553135, 0.0, -1.791759469228055, 0.0, -1.6094379124341003, -2.0794415416798357, -1.791759469228055, 0.0, 0.0, -2.0794415416798357, -1.9459101490553135, 0.0, -1.0986122886681098, -2.1972245773362196, -1.0986122886681098, -2.3025850929940455, 0.0, -1.791759469228055, -1.0986122886681098, 0.0, 0.0, -1.791759469228055, 0.0, 0.0, 0.0, -1.9459101490553135, -0.6931471805599453, -1.9459101490553135, -0.6931471805599453, -1.9459101490553135, -0.6931471805599453, -1.791759469228055, -1.3862943611198906, -1.6094379124341003, -0.6931471805599453, -1.791759469228055, -1.3862943611198906, -1.9459101490553135, 0.0, -1.6094379124341003, -0.6931471805599453, -1.791759469228055, 0.0, -1.0986122886681098, 0.0, 0.0, -0.6931471805599453, -1.3862943611198906, -0.6931471805599453, -0.6931471805599453"
17,1,17,0,1,39.0,2024-11-25 23:09:52,"9-14, 23-18, 14x23, 26x19, 10-15, 19x10, 6x15, 22-17, 5-9, 27-23, 11-16, 24-20, 7-10, 20x11, 9-14, 17-13, 14-17, 21x14x7, 3x10, 23-19, 15x24, 28x19, 8x15x24, 31-26, 2-7, 32-27, 24x31x22, 25x18, 10-15, 18x11x2, 1-6, 2x9, 4-8, 30-25, 8-11, 25-22, 11-16, 9-6, 16-20, 6-9, 20-24, 29-25, 12-16, 22-18, 24-27, 25-21, 16-19, 21-17, 19-23, 18-15, 27-32, 9-14, 23-27, 13-9, 27-31, 14-10, 32-28, 15-11, 31-26, 10-6, 26-23, 17-14, 28-24, 14-10, 24-20, 11-7, 23-27, 7-2, 27-23, 9-5, 23-27, 5-1, 27-24, 10-7, 24-28, 7-3, 28-24, 2-7, 24-27, 6-9, 27-31, 7-2, 20-24, 1-6, 24-27, 3-8, 27-24, 9-5, 24-20, 6-9, 20-24, 9-13, 24-19, 5-1, 19-23, 8-4, 23-19, 2-6, 19-24, 6-2, 24-20, 1-6, 31-27, 6-10, 27-23, 10-6, 23-19, 13-17, 19-16, 17-14, 16-12, 6-1, 20-24, 14-10, 12-8, 4x11, 24-28, 11-16, 28-32, 16-19, 32-28, 19-23, 28-24, 10-7, 24-19, 23x16","-1.9459101490553135, -1.9459101490553135, 0.0, -0.6931471805599453, -1.9459101490553135, 0.0, -0.6931471805599453, -2.0794415416798357, -2.0794415416798357, -2.0794415416798357, -2.3025850929940455, -2.3978952727983707, -2.3978952727983707, 0.0, -2.3978952727983707, -2.3025850929940455, -2.3025850929940455, 0.0, 0.0, -2.3978952727983707, 0.0, 0.0, 0.0, -2.0794415416798357, -2.3025850929940455, -1.9459101490553135, 0.0, 0.0, -1.9459101490553135, 0.0, -1.3862943611198906, 0.0, -0.6931471805599453, -1.791759469228055, -0.6931471805599453, -1.6094379124341003, -1.0986122886681098, -1.791759469228055, -0.6931471805599453, -2.0794415416798357, -0.6931471805599453, -1.791759469228055, -1.0986122886681098, -1.791759469228055, -1.3862943611198906, -1.9459101490553135, -1.3862943611198906, -1.791759469228055, -1.3862943611198906, -1.791759469228055, -1.0986122886681098, -1.791759469228055, -1.3862943611198906, -1.791759469228055, -0.6931471805599453, -1.9459101490553135, -1.3862943611198906, -2.0794415416798357, -1.3862943611198906, -2.3025850929940455, -1.791759469228055, -2.0794415416798357, -1.791759469228055, -1.9459101490553135, -2.0794415416798357, -1.791759469228055, -1.791759469228055, -1.6094379124341003, -1.791759469228055, -1.3862943611198906, -1.791759469228055, -1.6094379124341003, -1.791759469228055, -1.3862943611198906, -1.3862943611198906, -1.3862943611198906, -1.3862943611198906, -1.791759469228055, -1.3862943611198906, -2.0794415416798357, -1.791759469228055, -2.3025850929940455, -1.3862943611198906, -2.3025850929940455, -1.791759469228055, -2.0794415416798357, -1.3862943611198906, -2.3025850929940455, -1.791759469228055, -2.3025850929940455, -1.3862943611198906, -2.3025850929940455, -1.791759469228055, -2.3025850929940455, -1.791759469228055, -2.3025850929940455, -1.791759469228055, -1.9459101490553135, -1.791759469228055, -1.9459101490553135, -1.791759469228055, -1.9459101490553135, -1.3862943611198906, -1.9459101490553135, -1.791759469228055, -2.1972245773362196, -1.791759469228055, -1.9459101490553135, -1.791759469228055, -2.1972245773362196, -1.3862943611198906, -2.1972245773362196, -1.3862943611198906, -2.1972245773362196, -1.791759469228055, 0.0, -1.3862943611198906, -2.4849066497880004, -0.6931471805599453, -2.4849066497880004, -0.6931471805599453, -2.4849066497880004, -0.6931471805599453, -2.4849066497880004, -1.3862943611198906, 0.0"
18,1,18,0,0,-159.0,2024-11-25 23:09:52,"11-15, 22-17, 8-11, 23-18, 15x22, 25x18, 10-14, 17x10, 7x14x23, 27x18, 2-7, 29-25, 11-16, 25-22, 7-10, 26-23, 3-8, 31-26, 16-20, 22-17, 20x27, 23-19, 27-31, 26-23, 12-16, 19x12x3, 10-15, 18x11, 9-14, 17x10, 6x15, 32-27, 31x24, 28x19x10, 1-6, 10x1, 5-9, 21-17, 4-8, 11x4, 9-13, 30-26, 13x22x31, 3-7, 31-27, 23-19, 27-31, 7-11, 31-26, 1-5, 26-22, 11-16, 22-25, 4-8, 25-21, 16-20, 21-17, 5-9, 17-21, 8-12, 21-17, 20-16, 17-13, 16-11, 13x6, 19-16, 6-1, 11-15, 1-6, 12-8, 6-9, 15-19, 9-6, 8-3, 6-9, 19-23, 9-13, 3-7, 13-17, 16-11, 17-14, 7-2, 14-17, 23-19, 17-21, 19-16, 21-25, 11-7, 25-22, 7-3, 22-18, 2-7, 18-23, 7-2, 23-18","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, 0.0, 0.0, -2.1972245773362196, 0.0, -0.6931471805599453, -0.6931471805599453, -2.3025850929940455, -2.3978952727983707, -2.1972245773362196, -2.3025850929940455, -2.1972245773362196, -2.3025850929940455, -2.1972245773362196, -2.4849066497880004, -1.9459101490553135, -2.0794415416798357, 0.0, -2.0794415416798357, -1.9459101490553135, -2.3978952727983707, -2.0794415416798357, 0.0, -1.9459101490553135, 0.0, -1.791759469228055, 0.0, 0.0, -2.3978952727983707, 0.0, 0.0, -1.0986122886681098, 0.0, -0.6931471805599453, -2.3978952727983707, -1.0986122886681098, -0.6931471805599453, -0.6931471805599453, -2.3025850929940455, 0.0, -1.9459101490553135, -0.6931471805599453, -2.1972245773362196, -1.3862943611198906, -2.1972245773362196, -0.6931471805599453, -2.1972245773362196, -1.3862943611198906, -2.1972245773362196, -1.3862943611198906, -1.9459101490553135, -1.3862943611198906, -2.3025850929940455, -0.6931471805599453, -2.3025850929940455, -1.3862943611198906, -2.4849066497880004, -0.6931471805599453, -2.3025850929940455, -1.3862943611198906, -1.9459101490553135, 0.0, -2.0794415416798357, -1.3862943611198906, -1.3862943611198906, -0.6931471805599453, -1.791759469228055, -1.3862943611198906, -2.3025850929940455, -1.3862943611198906, -2.1972245773362196, -1.3862943611198906, -1.9459101490553135, -1.3862943611198906, -2.0794415416798357, -0.6931471805599453, -2.3025850929940455, -1.3862943611198906, -2.0794415416798357, -1.3862943611198906, -2.0794415416798357, -1.3862943611198906, -2.0794415416798357, -0.6931471805599453, -1.9459101490553135, -1.3862943611198906, -1.791759469228055, -1.3862943611198906, -2.0794415416798357, -1.3862943611198906, -2.0794415416798357, -1.3862943611198906"
19,1,19,0,1,-28.0,2024-11-25 23:09:52,"11-16, 21-17, 9-14, 25-21, 7-11, 23-19, 16x23, 27x18x9, 6x13, 22-18, 13x22, 26x17, 10-15, 32-27, 15x22, 24-19, 1-6, 27-23, 6-9, 31-27, 12-16, 19x12, 9-13, 17-14, 3-7, 12x3x10, 4-8, 14-9, 5x14, 10x17x26, 8-12, 23-19, 2-7, 30-25, 12-16, 19x12, 13-17, 21x14, 11-16, 27-24, 16-19, 24x15, 7-10, 15x6","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, 0.0, -0.6931471805599453, -0.6931471805599453, -2.1972245773362196, 0.0, 0.0, -2.3025850929940455, -2.3978952727983707, 0.0, -2.1972245773362196, -2.3025850929940455, -2.3978952727983707, -2.3025850929940455, -2.3978952727983707, -2.3025850929940455, 0.0, -2.1972245773362196, -2.0794415416798357, -2.1972245773362196, 0.0, -2.1972245773362196, -2.4849066497880004, 0.0, 0.0, -1.791759469228055, -2.1972245773362196, -1.791759469228055, -2.3978952727983707, -1.6094379124341003, 0.0, -1.3862943611198906, 0.0, -1.0986122886681098, -2.4849066497880004, -1.3862943611198906, 0.0, -0.6931471805599453, -0.6931471805599453"
20,1,20,1,0,-265.0,2024-11-25 23:09:53,"12-16, 24-19, 11-15, 19x12, 8-11, 12-8, 3x12, 27-24, 10-14, 22-18, 15x22, 25x18, 4-8, 31-27, 11-15, 18x11x4, 9-13, 21-17, 13x22x31, 24-19, 31x24x15, 30-25, 14-18, 23x14, 7-11, 28-24, 12-16, 24-19, 16x23, 4-8, 5-9, 14x5, 15-19, 8x15x24, 23-26, 24-19, 2-7, 19-16, 26-31, 16-11, 7x16, 25-22, 31-27, 32x23, 6-10, 22-17, 16-19, 23x16, 1-6, 17-14, 10x17, 16-11, 6-10, 11-8, 17-21, 8-4, 10-15, 5-1, 15-18, 29-25, 21x30, 1-6, 30-25, 6-10, 25-30, 10-14, 18-23, 14-9, 30-25, 9-5, 25-22, 5-9, 22-18, 9-13, 23-26, 13-9, 18-15, 9-6, 15-11, 6-2, 26-31, 2-7, 11x2, 4-8, 2-7, 8-4, 7-11, 4-8, 11x4","-1.9459101490553135, -1.9459101490553135, -1.9459101490553135, 0.0, -1.9459101490553135, -2.0794415416798357, 0.0, -1.9459101490553135, -2.0794415416798357, -2.1972245773362196, 0.0, -0.6931471805599453, -2.0794415416798357, -2.3025850929940455, -1.9459101490553135, 0.0, -1.9459101490553135, -2.1972245773362196, -0.6931471805599453, -2.0794415416798357, 0.0, -2.0794415416798357, -2.4849066497880004, 0.0, -2.3025850929940455, -1.9459101490553135, -2.1972245773362196, -2.1972245773362196, -0.6931471805599453, -1.9459101490553135, -2.3025850929940455, 0.0, -2.1972245773362196, 0.0, -1.6094379124341003, -2.0794415416798357, -1.6094379124341003, -2.0794415416798357, -1.791759469228055, -2.0794415416798357, 0.0, -1.3862943611198906, -1.791759469228055, 0.0, -1.3862943611198906, -1.6094379124341003, -1.6094379124341003, 0.0, -1.0986122886681098, -1.791759469228055, 0.0, -1.3862943611198906, -1.3862943611198906, -1.3862943611198906, -1.3862943611198906, -1.3862943611198906, -1.0986122886681098, -1.0986122886681098, -1.0986122886681098, -1.3862943611198906, 0.0, -1.0986122886681098, -1.3862943611198906, -1.6094379124341003, -1.791759469228055, -1.6094379124341003, -1.3862943611198906, -1.6094379124341003, -1.3862943611198906, -1.6094379124341003, -1.791759469228055, -1.0986122886681098, -1.791759469228055, -1.6094379124341003, -1.6094379124341003, -1.0986122886681098, -1.791759469228055, -1.6094379124341003, -1.791759469228055, -1.6094379124341003, -1.791759469228055, -1.0986122886681098, 0.0, 0.0, -1.3862943611198906, -1.3862943611198906, -1.791759469228055, 0.0, 0.0"
21,1,21,0,0,-138.0,2024-11-25 23:09:53,"11-15, 23-19, 8-11, 19-16, 11x20, 27-23, 20x27, 31x24, 12-16, 22-17, 15-19, 24x15, 10x19, 17-13, 16-20, 23x16, 7-11, 16x7, 2x11, 21-17, 3-8, 32-27, 9-14, 17x10, 6x15, 25-21, 15-19, 13-9, 5x14, 26-23, 19x26, 30x23, 11-15, 23-19, 15x24x31, 28-24, 20x27, 29-25, 31-26, 25-22, 26x17","-1.9459101490553135, -1.9459101490553135, -1.9459101490553135, -1.9459101490553135, -0.6931471805599453, -1.791759469228055, 0.0, 0.0, -2.1972245773362196, -2.0794415416798357, -2.3025850929940455, 0.0, 0.0, -1.9459101490553135, -2.0794415416798357, 0.0, -1.9459101490553135, 0.0, -0.6931471805599453, -1.791759469228055, -2.0794415416798357, -1.9459101490553135, -1.791759469228055, 0.0, 0.0, -2.0794415416798357, -1.9459101490553135, -2.1972245773362196, 0.0, -2.0794415416798357, 0.0, 0.0, -2.0794415416798357, -1.791759469228055, 0.0, -1.0986122886681098, 0.0, -0.6931471805599453, -2.0794415416798357, -0.6931471805599453, 0.0, 1"
22,1,22,0,0,-86.0,2024-11-25 23:09:53,"10-15, 22-18, 15x22, 25x18, 6-10, 18-15, 10x19, 23x16, 11x20, 26-23, 9-14, 23-18, 14x23, 27x18, 20x27, 32x23, 7-10, 30-25, 12-16, 18-15, 10x19x26, 31x22, 2-7, 22-17, 1-6, 28-24, 8-12, 17-14, 6-10, 14-9, 5x14, 24-20, 7-11, 21-17, 14x21x30, 29-25, 30x21","-1.9459101490553135, -1.9459101490553135, 0.0, -0.6931471805599453, -1.9459101490553135, -2.1972245773362196, -0.6931471805599453, -0.6931471805599453, -0.6931471805599453, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, 0.0, 0.0, 0.0, -0.6931471805599453, -1.9459101490553135, -2.3025850929940455, -2.1972245773362196, -2.0794415416798357, 0.0, 0.0, -2.1972245773362196, -1.3862943611198906, -2.0794415416798357, -1.3862943611198906, -2.1972245773362196, -1.6094379124341003, -2.1972245773362196, -1.6094379124341003, 0.0, -1.3862943611198906, -1.9459101490553135, -0.6931471805599453, 0.0, 0.0, 0.0, 1"
23,1,23,1,0,-34.0,2024-11-25 23:09:53,"9-13, 23-19, 11-15, 22-18, 15x22, 25x18, 7-11, 19-16, 11x20, 24-19, 8-11, 27-24, 20x27, 32x23, 10-14, 18x9, 5x14, 28-24, 4-8, 30-25, 13-17, 26-22, 17x26, 31x22, 14-17, 21x14, 11-16, 25-21, 16-20, 19-15, 20x27, 22-17, 2-7, 17-13, 27-32, 15-10, 6x15, 13-9, 8-11, 9-6, 1x10x17, 21x14, 3-8, 23-18, 15x22, 14-10, 7x14, 29-25, 22x29","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -1.9459101490553135, 0.0, -0.6931471805599453, -2.0794415416798357, -2.3978952727983707, -0.6931471805599453, -2.1972245773362196, -2.3025850929940455, -2.4849066497880004, 0.0, -0.6931471805599453, -2.4849066497880004, 0.0, 0.0, -2.1972245773362196, -2.5649493574615367, -2.1972245773362196, -2.3978952727983707, -1.9459101490553135, 0.0, 0.0, -2.3025850929940455, -0.6931471805599453, -2.0794415416798357, -2.0794415416798357, -1.9459101490553135, -2.1972245773362196, 0.0, -2.3025850929940455, -2.1972245773362196, -2.0794415416798357, -2.1972245773362196, -2.1972245773362196, 0.0, -1.9459101490553135, -2.3025850929940455, -1.9459101490553135, 0.0, 0.0, -2.0794415416798357, -1.6094379124341003, 0.0, -1.0986122886681098, 0.0, 0.0, 0.0"
24,1,24,0,0,-770.0,2024-11-25 23:09:54,"12-16, 22-17, 9-14, 26-22, 6-9, 17-13, 16-19, 24x15x6, 1x10, 13x6, 2x9, 23-19, 8-12, 19-15, 11x18, 22x15x6, 14-18, 6-1, 3-8, 30-26, 18-22, 26x17, 7-11, 17-13, 11-16, 13x6, 16-20, 28-24, 5-9, 21-17, 12-16, 31-26, 9-13, 27-23, 20x27, 23-18, 13x22x31, 32x23, 31-27, 25-21, 8-12, 18-15, 27x18x11, 29-25, 11-8, 1-5, 8-3, 21-17, 3-7, 25-22, 7-10, 22-18, 10x1, 17-13, 1-6, 5-1, 4-8, 1x10, 8-11, 18-14, 11-15, 10x19, 16x23, 14-9, 12-16, 9-5, 16-19, 13-9, 23-27, 5-1, 19-24, 1-5, 27-31, 9-6, 24-27, 6-1, 27-32, 1-6, 31-27, 5-9, 32-28, 6-10, 28-32, 9-13, 32-28, 10-7, 27-23, 7-10, 28-32","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, -2.1972245773362196, -1.0986122886681098, 0.0, 0.0, 0.0, -2.1972245773362196, -1.9459101490553135, -2.3025850929940455, -0.6931471805599453, 0.0, -2.0794415416798357, -2.1972245773362196, -2.1972245773362196, -2.0794415416798357, -2.0794415416798357, -0.6931471805599453, -1.791759469228055, -2.0794415416798357, -1.3862943611198906, 0.0, -1.3862943611198906, -1.9459101490553135, -1.0986122886681098, -2.0794415416798357, -1.3862943611198906, -2.3025850929940455, -1.6094379124341003, -2.3025850929940455, -0.6931471805599453, -2.1972245773362196, 0.0, 0.0, -1.791759469228055, -1.9459101490553135, -1.9459101490553135, -1.9459101490553135, 0.0, -1.3862943611198906, -1.791759469228055, -1.3862943611198906, -1.3862943611198906, -1.791759469228055, -1.6094379124341003, -2.0794415416798357, -1.9459101490553135, -1.9459101490553135, 0.0, -1.6094379124341003, -1.3862943611198906, -1.6094379124341003, -1.791759469228055, 0.0, -1.0986122886681098, -1.9459101490553135, -1.0986122886681098, 0.0, 0.0, -1.0986122886681098, -1.0986122886681098, -0.6931471805599453, -1.3862943611198906, -0.6931471805599453, -1.0986122886681098, -0.6931471805599453, -1.3862943611198906, -1.3862943611198906, -1.0986122886681098, -0.6931471805599453, -1.3862943611198906, -1.3862943611198906, -0.6931471805599453, -0.6931471805599453, -1.3862943611198906, -1.791759469228055, -1.3862943611198906, -1.791759469228055, -1.791759469228055, -2.0794415416798357, -1.3862943611198906, -1.791759469228055, -1.791759469228055, -1.791759469228055, -1.791759469228055"
